pk,token_indices,weights
9543,"[5, 18, 215, 1104, 35, 2, 191, 303, 152, 21, 459, 13, 1323, 23, 1653, 22, 2, 1107, 24, 370, 26, 428]","[1.2280477, 1.9140218, 3.8854222, 5.54257, 2.1822214, 1.8270944, 3.7702034, 4.347694, 3.6674004, 1.8061006, 4.7004805, 1.5005196, 5.9467287, 1.7681279, 5.9467287, 1.8461946, 1.8270944, 5.54257, 1.8580694, 4.45176, 1.9403142, 4.568247]"
9544,"[79, 5, 195, 81, 3, 27, 2, 312, 7, 625, 13, 209, 3, 2, 161, 2478, 48, 147, 2, 1607, 4, 1768, 48, 10, 2, 209, 1991, 26, 2, 161, 3, 1550, 32, 7, 11]","[2.9760273, 1.2280477, 3.7702034, 2.9760273, 3.111277, 1.9745326, 4.567736, 4.2536764, 2.5840435, 5.034352, 1.5005196, 7.7708445, 3.111277, 4.567736, 7.652161, 5.9467287, 4.8763385, 3.6198866, 4.567736, 5.9467287, 1.0145292, 5.9467287, 4.8763385, 1.3726887, 4.567736, 7.7708445, 5.9467287, 1.9403142, 4.567736, 7.652161, 3.111277, 5.9467287, 2.1122313, 2.5840435, 1.4113835]"
9545,"[5, 9, 151, 3, 169, 13, 309, 1636, 7, 2179, 29, 235, 41, 23, 235, 11, 42, 8, 630, 118, 53, 772, 65, 857, 14, 56, 5, 444, 258, 10, 41, 59, 8, 699, 1105, 2336, 268, 121, 49, 131, 12, 54, 111, 410, 5, 9, 151, 3, 1217, 2, 2257, 590, 7, 2, 2088, 388, 2, 515, 23, 42, 5, 30, 21, 83, 11, 22, 27, 4, 34, 5, 9, 21, 1112, 12, 5, 1101, 10, 2502, 98, 8, 13, 300, 515, 314, 129, 10, 2, 282, 7, 2, 2485, 5, 30, 33, 101, 12, 5, 8, 306, 32, 2, 161, 22, 13, 2590, 722, 90, 2, 1151, 1599, 4, 2, 1151, 2298, 1930, 2048]","[9.824382, 4.152995, 7.4348316, 2.0741847, 3.7174158, 4.501559, 4.2536764, 5.9467287, 3.8760653, 5.9467287, 2.103904, 8.178407, 4.621768, 3.5362558, 8.178407, 2.822767, 4.621768, 5.138169, 5.034352, 3.3410935, 2.57346, 5.256192, 2.7701347, 5.256192, 1.6516291, 2.5589216, 9.824382, 4.568247, 4.1679564, 4.118066, 4.621768, 2.6500802, 5.138169, 5.034352, 5.54257, 5.9467287, 4.0892034, 3.41267, 2.4507656, 3.4506223, 4.2341504, 2.6186116, 3.2746258, 4.568247, 9.824382, 4.152995, 7.4348316, 2.0741847, 5.54257, 7.3083777, 5.9467287, 5.034352, 3.8760653, 7.3083777, 5.9467287, 4.45176, 7.3083777, 10.068704, 3.5362558, 4.621768, 9.824382, 4.2583117, 3.6122012, 2.9994752, 2.822767, 3.6923892, 1.9745326, 2.0290585, 2.1914208, 9.824382, 4.152995, 3.6122012, 5.54257, 4.2341504, 9.824382, 5.54257, 4.118066, 5.9467287, 3.1830916, 5.138169, 4.501559, 4.2536764, 10.068704, 4.2536764, 3.41267, 4.118066, 7.3083777, 4.1679564, 3.8760653, 7.3083777, 5.9467287, 9.824382, 4.2583117, 2.3002293, 3.1830916, 4.2341504, 9.824382, 5.138169, 4.2536764, 2.1122313, 7.3083777, 3.8260806, 3.6923892, 4.501559, 5.9467287, 5.256192, 3.0736938, 7.3083777, 11.893457, 5.9467287, 2.0290585, 7.3083777, 11.893457, 5.9467287, 5.9467287, 5.9467287]"
9546,"[6, 1872, 39, 60, 359, 3, 357, 2, 209, 963, 89, 17, 18, 189, 626, 11, 46, 3, 103, 2253, 354, 66, 2, 161, 87, 17, 9, 972, 48, 2, 28, 4, 49, 106, 2, 2049, 1075, 7, 2, 161, 92, 29, 45, 26]","[1.1933746, 5.9467287, 2.2390716, 2.6032968, 4.45176, 2.0741847, 4.45176, 4.567736, 3.8854222, 5.54257, 3.0736938, 4.0503893, 1.9140218, 3.7174158, 5.034352, 1.4113835, 2.3778827, 2.0741847, 3.2430964, 5.9467287, 4.45176, 2.7519443, 4.567736, 7.652161, 3.0736938, 4.0503893, 1.3843317, 5.54257, 2.4381692, 4.567736, 2.0403085, 1.0145292, 2.4507656, 3.3072655, 4.567736, 5.9467287, 5.54257, 1.2920218, 4.567736, 7.652161, 3.2126062, 2.103904, 2.3437033, 1.9403142]"
9547,"[34, 15, 9, 60, 36, 139, 3, 349, 3, 6, 39, 4, 1474, 20, 24, 27, 12, 17, 9, 3, 76, 24, 19, 11, 18, 33, 36, 863, 24, 19, 3, 700, 11, 23, 14, 11, 8, 11, 498, 19, 301]","[2.1914208, 1.6383634, 2.7686634, 2.6032968, 4.5179005, 3.5314627, 4.1483693, 4.45176, 4.1483693, 1.1933746, 2.2390716, 1.0145292, 5.9467287, 2.0875108, 5.5742083, 1.9745326, 1.4113835, 2.0251946, 2.7686634, 4.1483693, 2.9091341, 5.5742083, 5.5385838, 5.645534, 1.9140218, 2.3002293, 4.5179005, 5.256192, 5.5742083, 5.5385838, 4.1483693, 5.256192, 5.645534, 1.7681279, 1.6516291, 5.645534, 1.2845422, 5.645534, 4.7004805, 5.5385838, 4.2536764]"
9548,"[6, 39, 1903, 255, 14, 333, 14, 176, 3, 1780, 35, 8, 178, 1251, 58, 11, 4, 2, 181, 11, 99, 26, 7, 221, 2, 159, 17, 8, 139, 3, 76, 38, 23, 14, 61, 99, 66, 15, 8, 225, 139, 3, 83, 152, 11, 27, 38, 85, 159]","[1.1933746, 2.2390716, 5.9467287, 4.0892034, 4.9548874, 4.347694, 4.9548874, 3.7174158, 3.111277, 5.9467287, 2.1822214, 3.8536267, 3.7174158, 5.54257, 2.588249, 4.2341504, 1.0145292, 1.8270944, 3.7174158, 4.2341504, 6.4861927, 1.9403142, 1.2920218, 3.8854222, 1.8270944, 7.5404067, 2.0251946, 3.8536267, 7.0629253, 3.111277, 2.9091341, 4.4014544, 1.7681279, 4.9548874, 2.6995292, 6.4861927, 2.7519443, 1.6383634, 3.8536267, 3.8854222, 7.0629253, 3.111277, 2.9994752, 3.6674004, 4.2341504, 1.9745326, 4.4014544, 3.0482748, 7.5404067]"
9549,"[11, 9, 49, 171, 94, 954, 24, 19, 42, 448, 17, 2272, 2, 28]","[1.4113835, 1.3843317, 2.4507656, 3.6674004, 3.1267605, 5.54257, 1.8580694, 1.8461946, 2.310884, 4.7004805, 2.0251946, 5.9467287, 0.9135472, 2.0403085]"
9550,"[62, 1577, 9, 17, 104, 10, 65, 17, 18, 260, 247, 2, 43, 14, 13, 1787, 38, 12, 216, 18, 33, 3, 739, 2, 590, 50, 37, 28, 45, 17, 18, 81, 174, 3, 2, 161, 4, 781, 11, 420, 92, 190, 14, 34, 17, 54, 988]","[2.6995292, 5.9467287, 1.3843317, 8.100779, 3.1830916, 1.3726887, 2.7701347, 8.100779, 5.7420654, 4.0892034, 4.0892034, 2.7406416, 2.3549404, 3.3032582, 1.5005196, 5.9467287, 2.2007272, 1.4113835, 3.8854222, 5.7420654, 2.3002293, 2.0741847, 5.256192, 2.7406416, 5.034352, 2.425759, 2.229313, 2.0403085, 2.3437033, 8.100779, 5.7420654, 2.9760273, 3.7174158, 2.0741847, 2.7406416, 3.8260806, 1.0145292, 5.256192, 1.4113835, 4.568247, 3.2126062, 3.7702034, 3.3032582, 2.1914208, 8.100779, 2.6186116, 5.54257]"
9551,"[49, 34, 11, 8, 888, 17, 18, 275, 22, 2, 161, 1253, 871, 24, 13, 69, 77]","[2.4507656, 2.1914208, 1.4113835, 1.2845422, 5.256192, 2.0251946, 1.9140218, 4.2536764, 1.8461946, 0.9135472, 3.8260806, 5.54257, 5.256192, 1.8580694, 1.5005196, 2.8076801, 3.023547]"
9552,"[17, 18, 504, 15, 963, 13, 121, 16, 41, 462, 58, 4, 358, 283, 5, 18, 275, 162, 2, 208, 1625, 2, 191, 77, 417, 425, 100, 12, 17, 18, 248, 33, 813, 3, 523, 19, 41, 1858, 23, 11, 8, 479, 24, 20, 3, 31, 10, 2, 202, 28, 16, 19, 16, 2, 932, 384]","[4.0503893, 5.7420654, 4.7004805, 1.6383634, 5.54257, 1.5005196, 3.41267, 5.2729235, 4.621768, 4.8533316, 2.588249, 1.0145292, 4.45176, 4.1679564, 1.2280477, 5.7420654, 4.2536764, 3.6674004, 3.6541889, 3.8260806, 5.9467287, 3.6541889, 3.7702034, 3.023547, 4.568247, 4.568247, 3.2126062, 1.4113835, 4.0503893, 5.7420654, 4.016383, 2.3002293, 5.256192, 2.0741847, 4.8533316, 3.6923892, 4.621768, 5.9467287, 1.7681279, 1.4113835, 1.2845422, 4.7004805, 1.8580694, 2.0875108, 2.0741847, 2.1291559, 1.3726887, 3.6541889, 3.8260806, 2.0403085, 5.2729235, 3.6923892, 5.2729235, 3.6541889, 5.54257, 4.45176]"
9553,"[63, 121, 58, 13, 636, 87, 37, 968, 55, 6, 39, 62, 181, 9, 71, 1072, 259, 3, 31, 532, 22, 6, 705, 17, 107, 50, 2, 28, 13, 69, 430, 65, 510, 4, 245, 19, 72, 1000, 32, 2, 161, 1912, 4, 68, 90, 5, 18, 31, 281, 834]","[2.7519443, 3.41267, 2.588249, 3.0010393, 5.034352, 3.0736938, 2.229313, 5.54257, 2.6032968, 2.3867493, 2.2390716, 2.6995292, 3.7174158, 1.3843317, 2.8468866, 5.54257, 4.0892034, 1.0370923, 4.2583117, 4.8533316, 1.8461946, 2.3867493, 5.034352, 2.0251946, 3.2430964, 2.425759, 1.8270944, 2.0403085, 3.0010393, 2.8076801, 4.568247, 2.7701347, 4.8533316, 2.0290585, 4.016383, 1.8461946, 2.9531727, 5.54257, 2.1122313, 1.8270944, 3.8260806, 5.9467287, 2.0290585, 2.7887082, 3.0736938, 1.2280477, 1.9140218, 4.2583117, 4.1679564, 5.256192]"
9554,"[10, 643, 6, 526, 21, 574, 50, 2, 28, 18, 33, 36, 62, 514, 24, 15, 14, 11, 18, 33, 36, 433, 24, 20, 3, 205, 92, 2, 161, 77, 5, 8, 72, 35, 23, 21, 60, 51, 17, 21, 104, 10, 17, 99, 174, 46, 4, 384, 2, 43, 210, 20, 13, 997, 18, 33, 101, 5, 9, 974, 20, 4, 255, 3, 2564, 20]","[2.7453773, 5.034352, 1.1933746, 4.8533316, 5.4183016, 4.8533316, 2.425759, 2.7406416, 2.0403085, 5.7420654, 6.900688, 4.5179005, 2.6995292, 4.8533316, 3.7161388, 1.6383634, 1.6516291, 1.4113835, 5.7420654, 6.900688, 4.5179005, 4.568247, 3.7161388, 8.350043, 2.0741847, 3.8260806, 3.2126062, 2.7406416, 3.8260806, 3.023547, 2.4560955, 1.2845422, 2.9531727, 2.1822214, 1.7681279, 5.4183016, 2.6032968, 2.4897258, 4.0503893, 5.4183016, 3.1830916, 2.7453773, 4.0503893, 3.2430964, 3.7174158, 2.3778827, 2.0290585, 4.45176, 2.7406416, 2.3549404, 3.8260806, 8.350043, 1.5005196, 5.54257, 5.7420654, 6.900688, 3.1830916, 2.4560955, 1.3843317, 5.54257, 8.350043, 2.0290585, 4.0892034, 2.0741847, 5.9467287, 8.350043]"
9555,"[15, 99, 174, 3, 2106, 44, 162, 2, 208, 7, 221, 23, 5, 9, 3, 509, 253, 806, 89, 6, 39, 107, 46, 4, 17, 126, 85, 53, 728, 65, 510]","[1.6383634, 3.2430964, 3.7174158, 2.0741847, 5.9467287, 2.366332, 3.6674004, 0.9135472, 3.8260806, 1.2920218, 3.8854222, 1.7681279, 1.2280477, 1.3843317, 2.0741847, 4.8533316, 4.0892034, 5.256192, 3.0736938, 1.1933746, 2.2390716, 3.2430964, 2.3778827, 1.0145292, 2.0251946, 3.41267, 3.0482748, 2.57346, 5.256192, 2.7701347, 4.8533316]"
9556,"[11, 80, 19, 778, 12, 17, 72, 245, 6, 705, 962, 4, 18, 883, 3, 76, 38, 17, 230, 49, 9, 3, 542, 2, 511, 3, 2205, 55, 17, 258, 2, 69, 696, 7, 19, 12, 1766, 29, 162, 2, 208]","[1.4113835, 3.023547, 3.6923892, 5.256192, 2.822767, 6.075584, 2.9531727, 4.016383, 1.1933746, 5.034352, 5.54257, 1.0145292, 1.9140218, 5.256192, 3.111277, 2.9091341, 2.2007272, 6.075584, 3.9486763, 2.4507656, 1.3843317, 3.111277, 4.8533316, 2.7406416, 4.8533316, 3.111277, 5.9467287, 2.6032968, 6.075584, 4.1679564, 2.7406416, 2.8076801, 5.034352, 1.2920218, 3.6923892, 2.822767, 5.9467287, 2.103904, 3.6674004, 2.7406416, 3.8260806]"
9557,"[63, 121, 10, 406, 3, 523, 20, 49, 41, 399, 5, 605, 659, 370, 901, 2, 2582, 102, 3, 2, 208, 26, 6, 46, 4, 2616, 11, 38, 12, 5, 8, 337, 336, 4, 6, 39, 18, 21, 31, 139, 3, 83, 19, 49, 34, 17, 500, 93]","[2.7519443, 3.41267, 1.3726887, 4.568247, 3.111277, 4.8533316, 2.0875108, 4.901531, 2.310884, 4.568247, 2.4560955, 5.034352, 5.034352, 4.45176, 5.256192, 1.8270944, 5.9467287, 3.1830916, 3.111277, 1.8270944, 3.8260806, 1.9403142, 2.3867493, 2.3778827, 2.0290585, 5.9467287, 1.4113835, 2.2007272, 1.4113835, 2.4560955, 1.2845422, 4.347694, 4.347694, 2.0290585, 2.3867493, 2.2390716, 1.9140218, 1.8061006, 2.1291559, 3.5314627, 3.111277, 2.9994752, 1.8461946, 4.901531, 2.1914208, 2.0251946, 4.7004805, 3.1830916]"
9558,"[34, 17, 51, 21, 153, 41, 460, 8, 633, 45, 27, 17, 9, 3, 76, 8, 257, 11, 165, 84, 14, 11, 8, 292, 158, 12, 11, 8, 62, 403, 24, 15, 3, 571, 44, 165, 38, 337]","[2.1914208, 4.0503893, 2.4897258, 1.8061006, 3.7174158, 2.310884, 4.7004805, 5.138169, 5.034352, 2.3437033, 1.9745326, 4.0503893, 1.3843317, 2.0741847, 2.9091341, 5.138169, 4.0892034, 4.2341504, 7.5404067, 3.0482748, 1.6516291, 4.2341504, 5.138169, 4.1679564, 3.6674004, 1.4113835, 4.2341504, 5.138169, 2.6995292, 4.568247, 1.8580694, 1.6383634, 2.0741847, 4.8533316, 2.366332, 7.5404067, 2.2007272, 4.347694]"
9559,"[17, 106, 2, 460, 90, 11, 8]","[2.0251946, 3.3072655, 0.9135472, 4.7004805, 3.0736938, 1.4113835, 1.2845422]"
9560,"[15, 49, 101, 5, 2153, 13, 142, 7, 1152, 63, 61, 55, 5, 341, 114, 32, 29, 162, 2, 460, 3, 83, 116, 6, 39, 813, 2, 263, 1279]","[1.6383634, 2.4507656, 3.1830916, 2.4560955, 5.9467287, 1.5005196, 3.5746412, 1.2920218, 5.54257, 2.7519443, 2.6995292, 2.6032968, 2.4560955, 4.347694, 3.2746258, 2.1122313, 2.103904, 3.6674004, 1.8270944, 4.7004805, 1.0370923, 2.9994752, 3.3761961, 1.1933746, 2.2390716, 5.256192, 1.8270944, 4.0892034, 5.54257]"
9561,"[24, 2, 75, 2181, 496, 37, 127, 30, 21, 385, 297, 3, 104, 50, 2, 28, 3, 83, 19]","[1.8580694, 1.8270944, 2.9091341, 5.9467287, 4.7004805, 2.229313, 3.41267, 2.1291559, 1.8061006, 4.568247, 4.2536764, 2.0741847, 3.1830916, 2.425759, 1.8270944, 2.0403085, 2.0741847, 2.9994752, 1.8461946]"
9562,"[5, 18, 215, 244, 57, 175, 116, 25, 1281, 27, 2, 263, 124, 6, 39, 8, 235, 49, 110, 89, 25, 9, 239, 20, 14, 13, 2158, 96, 8, 1011, 1375, 4, 1163, 36, 709, 16, 20]","[1.2280477, 1.9140218, 3.8854222, 4.016383, 2.666253, 3.7702034, 3.3761961, 4.1913285, 5.54257, 1.9745326, 0.9135472, 4.0892034, 3.5314627, 1.1933746, 2.2390716, 2.5690844, 4.0892034, 2.4507656, 3.2430964, 3.0736938, 4.1913285, 1.3843317, 4.016383, 4.1750216, 1.6516291, 1.5005196, 5.9467287, 3.3072655, 2.5690844, 5.54257, 5.9467287, 1.0145292, 5.54257, 2.2589502, 5.256192, 1.7576411, 4.1750216]"
9563,"[23, 42, 2, 117, 7, 57, 40, 4, 47, 18, 215, 442, 509, 543, 2, 43, 7, 37, 28, 77, 6, 39, 972, 48, 10, 35, 4, 14, 105, 14, 17, 99, 32, 84, 17, 18, 33, 3, 453, 57, 664, 116, 120, 114, 56, 15, 9, 862, 116, 5, 9, 2572, 41, 61, 4, 294, 194, 71, 611, 829, 30, 31, 239]","[1.7681279, 2.310884, 1.8270944, 3.3761961, 2.5840435, 5.332506, 2.2690754, 3.0435877, 2.4635534, 3.8280437, 3.8854222, 4.568247, 4.8533316, 4.8533316, 1.8270944, 2.3549404, 2.5840435, 2.229313, 2.0403085, 3.023547, 1.1933746, 2.2390716, 5.54257, 2.4381692, 1.3726887, 2.1822214, 3.0435877, 3.3032582, 3.2430964, 3.3032582, 4.0503893, 3.2430964, 2.1122313, 3.0482748, 4.0503893, 3.8280437, 2.3002293, 1.0370923, 4.7004805, 5.332506, 5.034352, 6.7523923, 3.3410935, 3.2746258, 2.5589216, 1.6383634, 2.7686634, 5.256192, 6.7523923, 1.2280477, 2.7686634, 5.9467287, 2.310884, 2.6995292, 3.0435877, 4.347694, 3.8854222, 2.8468866, 5.034352, 5.256192, 2.1291559, 2.1291559, 4.016383]"
9564,"[6, 47, 225, 115, 3, 81, 10, 4, 1362, 15, 775, 105, 23, 6, 40, 4, 39, 22, 75, 1819, 20, 123, 11]","[2.3867493, 2.4635534, 3.8854222, 3.3761961, 1.0370923, 2.9760273, 1.3726887, 2.0290585, 5.9467287, 1.6383634, 5.256192, 3.2430964, 1.7681279, 2.3867493, 2.2690754, 2.0290585, 2.2390716, 1.8461946, 2.9091341, 5.9467287, 2.0875108, 3.3410935, 1.4113835]"
9565,"[15, 1102, 94, 1238, 3, 27, 41, 4, 2625, 424]","[1.6383634, 5.54257, 3.1267605, 5.54257, 1.0370923, 1.9745326, 2.310884, 1.0145292, 5.9467287, 4.568247]"
9566,"[265, 110, 17, 9, 3, 31, 232, 46, 66, 374, 98, 80, 20, 689, 32, 119, 196, 81, 4, 83, 15, 5, 128, 148, 1399, 1010]","[4.0892034, 3.2430964, 2.0251946, 1.3843317, 1.0370923, 2.1291559, 3.9486763, 2.3778827, 2.7519443, 4.45176, 3.1830916, 3.023547, 2.0875108, 5.034352, 2.1122313, 3.4506223, 3.8260806, 2.9760273, 1.0145292, 2.9994752, 1.6383634, 1.2280477, 3.41267, 3.7702034, 5.9467287, 5.54257]"
9567,"[342, 70, 254, 64, 33, 3, 83, 19, 4, 15, 18, 153, 3, 44, 12, 412, 11, 18, 31, 159, 34, 6, 47, 107, 10, 21, 268, 121, 7, 221, 23, 63, 121, 13, 938, 194, 17, 30, 254, 120, 85, 159, 65, 6, 39, 96, 24, 27, 20, 2401, 8, 72, 68, 13, 894, 87, 27, 4, 134, 195, 21, 33, 9, 109, 2663, 2629, 7, 2, 1251, 368, 17, 9, 214, 26]","[4.45176, 2.9994752, 8.507353, 2.9531727, 4.6004586, 2.0741847, 2.9994752, 1.8461946, 2.0290585, 1.6383634, 3.8280437, 3.7174158, 2.0741847, 2.366332, 1.4113835, 4.568247, 1.4113835, 3.8280437, 2.1291559, 7.5404067, 2.1914208, 2.3867493, 2.4635534, 3.2430964, 1.3726887, 3.6122012, 4.0892034, 6.82534, 2.5840435, 3.8854222, 1.7681279, 2.7519443, 6.82534, 3.0010393, 5.54257, 3.8854222, 4.0503893, 2.1291559, 8.507353, 3.3410935, 3.0482748, 7.5404067, 2.7701347, 2.3867493, 2.2390716, 3.3072655, 1.8580694, 3.9490652, 2.0875108, 5.9467287, 1.2845422, 2.9531727, 2.7887082, 3.0010393, 5.256192, 3.0736938, 3.9490652, 2.0290585, 3.5746412, 3.7702034, 3.6122012, 4.6004586, 2.7686634, 3.2430964, 5.9467287, 5.9467287, 2.5840435, 0.9135472, 5.54257, 4.45176, 4.0503893, 2.7686634, 3.8854222, 1.9403142]"
9568,"[37, 717, 3, 83, 6, 47, 8, 105, 328]","[2.229313, 5.256192, 1.0370923, 2.9994752, 1.1933746, 2.4635534, 1.2845422, 3.2430964, 4.347694]"
9569,"[32, 7, 573, 24, 6, 127, 15, 115, 3, 912, 129, 239, 22, 2, 161, 431, 2, 121, 2, 311, 1558, 1936, 7, 2, 150, 51, 21, 288, 19, 85, 28, 3, 435, 58, 11, 8, 266, 3, 68, 1104, 537, 152, 2, 303, 6, 246, 105, 324, 843, 19, 71, 403, 22, 27, 4, 38, 3, 2271, 44, 5, 149, 50, 2, 481, 7, 572, 48, 4, 93, 2, 391, 4, 437]","[2.1122313, 3.8760653, 4.8533316, 1.8580694, 2.3867493, 3.41267, 1.6383634, 3.3761961, 4.1483693, 5.256192, 3.41267, 4.016383, 3.6923892, 6.3948307, 3.8260806, 4.568247, 6.3948307, 3.41267, 6.3948307, 4.2536764, 5.9467287, 5.9467287, 3.8760653, 6.3948307, 3.6198866, 2.4897258, 1.8061006, 4.1679564, 3.6923892, 3.0482748, 2.0403085, 4.1483693, 4.568247, 2.588249, 1.4113835, 1.2845422, 4.2536764, 4.1483693, 2.7887082, 5.54257, 4.8533316, 3.6674004, 6.3948307, 4.347694, 2.3867493, 4.016383, 3.2430964, 4.45176, 5.256192, 3.6923892, 2.8468866, 4.568247, 3.6923892, 1.9745326, 3.0435877, 2.2007272, 4.1483693, 5.9467287, 2.366332, 1.2280477, 3.6198866, 2.425759, 6.3948307, 4.7004805, 3.8760653, 4.8533316, 2.4381692, 3.0435877, 3.1830916, 6.3948307, 4.568247, 3.0435877, 4.7004805]"
9570,"[5, 8, 269, 845, 7, 1148, 29, 2, 437, 11, 8, 111, 434, 29, 473, 26, 2, 150, 5, 30, 694, 53, 2178, 6, 133, 9, 13, 416, 983, 3, 11, 4, 48, 35, 1719, 4, 190, 2127, 11, 195, 558, 12, 5, 18, 514, 49, 44, 66, 816, 81, 7, 2, 437, 4, 478, 26, 2, 150, 16, 13, 2397]","[3.684143, 2.5690844, 4.0892034, 5.256192, 2.5840435, 5.54257, 4.207808, 3.6541889, 9.400961, 4.2341504, 2.5690844, 3.2746258, 4.568247, 4.207808, 4.7004805, 3.8806283, 3.6541889, 7.2397733, 3.684143, 2.1291559, 5.034352, 2.57346, 5.9467287, 1.1933746, 3.4901745, 1.3843317, 3.0010393, 4.568247, 5.54257, 1.0370923, 4.2341504, 3.0435877, 2.4381692, 2.1822214, 5.9467287, 3.0435877, 3.7702034, 5.9467287, 4.2341504, 3.7702034, 4.8533316, 1.4113835, 3.684143, 1.9140218, 4.8533316, 2.4507656, 2.366332, 2.7519443, 5.256192, 2.9760273, 2.5840435, 3.6541889, 9.400961, 3.0435877, 4.8533316, 3.8806283, 3.6541889, 7.2397733, 1.7576411, 3.0010393, 5.9467287]"
9571,"[23, 42, 7, 221, 5, 9, 333, 159, 880, 7, 6, 133, 65, 89, 4, 49, 16, 13, 376, 14, 309, 14, 12, 498, 44, 62, 1216]","[1.7681279, 2.310884, 2.5840435, 3.8854222, 1.2280477, 1.3843317, 4.347694, 3.7702034, 5.256192, 2.5840435, 1.1933746, 3.4901745, 2.7701347, 3.0736938, 1.0145292, 2.4507656, 1.7576411, 1.5005196, 4.45176, 3.3032582, 4.2536764, 3.3032582, 1.4113835, 4.7004805, 2.366332, 2.6995292, 5.54257]"
9572,"[94, 105, 6, 39, 330, 37, 263, 59, 7, 858, 2103, 9, 87, 27, 106, 1432, 7, 2, 1290, 29, 6, 662, 14, 5, 681, 1, 149, 11, 50, 20, 86, 3, 136, 11, 14, 429, 14, 176, 24, 19, 66, 1042, 2, 233, 12, 149, 10, 6, 59, 269, 2, 236, 7, 380, 4, 2, 335]","[3.1267605, 3.2430964, 3.580124, 2.2390716, 4.347694, 2.229313, 4.0892034, 5.3001604, 3.8760653, 5.256192, 5.9467287, 1.3843317, 3.0736938, 1.9745326, 3.3072655, 5.9467287, 3.8760653, 3.6541889, 5.54257, 2.103904, 3.580124, 5.034352, 4.9548874, 1.2280477, 5.034352, 5.3691773, 7.2397733, 2.822767, 2.425759, 2.0875108, 3.0482748, 1.0370923, 3.4901745, 2.822767, 4.9548874, 4.568247, 4.9548874, 3.7174158, 1.8580694, 1.8461946, 2.7519443, 5.54257, 3.6541889, 4.0892034, 1.4113835, 7.2397733, 1.3726887, 3.580124, 5.3001604, 4.0892034, 3.6541889, 3.9486763, 3.8760653, 4.45176, 1.0145292, 3.6541889, 4.45176]"
9573,"[42, 41, 8, 21, 118, 12, 17, 18, 31, 139, 3, 76, 66, 184, 17, 51, 21, 877, 3, 914, 24, 206, 29, 20, 40, 2, 1601, 446, 262, 414, 9, 576, 26, 2542, 325, 2, 2418, 9, 106, 23, 17, 248, 18, 21, 33, 1144, 10, 41, 17, 9, 49, 211, 3, 31, 584, 3, 287, 2, 286, 546, 22, 27, 213, 4, 154, 3, 33, 3, 92, 2, 43, 957, 11, 8, 269, 830, 38, 6, 39, 9, 62, 1244, 23, 3, 2490, 78, 61, 55, 37, 40, 8, 21, 35, 4, 661, 6, 47, 3, 206, 20]","[2.310884, 4.621768, 3.8536267, 7.2244024, 3.3410935, 1.4113835, 8.100779, 3.8280437, 4.2583117, 3.5314627, 8.296739, 2.9091341, 2.7519443, 3.8260806, 8.100779, 2.4897258, 7.2244024, 5.256192, 8.296739, 5.256192, 1.8580694, 7.8973527, 2.103904, 4.1750216, 4.538151, 3.6541889, 5.9467287, 4.8533316, 4.1679564, 4.7004805, 5.537327, 4.8533316, 1.9403142, 5.9467287, 4.347694, 3.6541889, 5.9467287, 5.537327, 3.3072655, 3.5362558, 8.100779, 4.016383, 3.8280437, 7.2244024, 4.6004586, 5.54257, 1.3726887, 4.621768, 8.100779, 5.537327, 2.4507656, 3.8260806, 8.296739, 4.2583117, 4.8533316, 8.296739, 4.2536764, 3.6541889, 4.1679564, 4.8533316, 1.8461946, 1.9745326, 3.8854222, 2.0290585, 3.7174158, 8.296739, 4.6004586, 8.296739, 3.2126062, 3.6541889, 2.3549404, 5.54257, 1.4113835, 3.8536267, 4.0892034, 5.256192, 2.2007272, 2.3867493, 2.2390716, 5.537327, 2.6995292, 5.54257, 3.5362558, 8.296739, 5.9467287, 3.0482748, 2.6995292, 2.6032968, 2.229313, 4.538151, 3.8536267, 7.2244024, 2.1822214, 2.0290585, 5.034352, 2.3867493, 2.4635534, 8.296739, 7.8973527, 4.1750216]"
9574,"[14, 17, 2627, 2, 28, 15, 30, 244, 6, 47, 2237, 20, 2021, 23, 177, 22, 2, 43, 17, 99, 527]","[1.6516291, 4.0503893, 5.9467287, 1.8270944, 2.0403085, 1.6383634, 2.1291559, 4.016383, 1.1933746, 2.4635534, 5.9467287, 2.0875108, 5.9467287, 1.7681279, 3.7702034, 1.8461946, 1.8270944, 2.3549404, 4.0503893, 3.2430964, 4.8533316]"
9575,"[75, 7, 221, 6, 39, 107, 10, 4, 114, 132, 3, 83, 12, 120, 10, 2, 28, 8, 582, 4, 60, 45, 51, 17, 119, 20, 47, 859]","[2.9091341, 1.2920218, 3.8854222, 1.1933746, 2.2390716, 3.2430964, 2.7453773, 2.0290585, 3.2746258, 3.4506223, 1.0370923, 2.9994752, 1.4113835, 3.3410935, 2.7453773, 0.9135472, 2.0403085, 1.2845422, 4.8533316, 2.0290585, 2.6032968, 2.3437033, 2.4897258, 2.0251946, 3.4506223, 2.0875108, 2.4635534, 5.256192]"
